VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,store_and_fwd_flag,payment_type,fare_amount,tip_amount,extra,total_amount
2,2024-01-20 02:20:00,2024-01-20 02:46:00,1,5.926,152,95,N,CRD,16.32,0.64,0.0,16.96
2,2024-01-06 06:04:00,2024-01-06 06:22:00,5,0.811,48,22,N,CRD,3.53,0.0,0.0,3.53
1,2024-01-22 00:10:00,2024-01-22 00:25:00,6,14.087,167,51,N,CSH,37.23,8.12,0.0,45.35
1,2024-01-19 05:39:00,2024-01-19 05:45:00,1,1.034,176,153,N,CRD,5.49,0.0,0.0,5.49
1,2024-01-17 03:01:00,2024-01-17 03:04:00,1,3.899,194,31,N,CSH,11.25,3.18,1.0,15.43
2,2024-01-26 20:43:00,2024-01-26 20:50:00,3,2.957,229,208,N,CSH,10.92,0.0,0.0,10.92
1,2024-01-22 07:15:00,2024-01-22 07:19:00,1,1.893,44,42,N,CRD,8.62,0.0,0.0,8.62
2,2024-01-29 21:42:00,2024-01-29 21:57:00,5,8.169,160,107,N,CRD,23.32,2.03,0.0,25.35
2,2024-01-31 06:31:00,2024-01-31 07:07:00,3,0.418,119,94,N,CRD,3.98,0.39,0.0,4.37
1,2024-01-26 14:01:00,2024-01-26 14:22:00,2,0.459,106,156,N,CRD,4.32,0.47,0.0,4.79
1,2024-01-10 05:38:00,2024-01-10 05:47:00,2,2.84,254,245,N,CRD,9.93,3.09,0.0,13.02
2,2024-01-06 20:35:00,2024-01-06 20:42:00,1,8.067,8,157,N,CSH,22.67,0.0,0.0,22.67
1,2024-01-10 06:41:00,2024-01-10 06:53:00,1,0.283,48,217,N,CRD,3.0,0.38,0.5,3.88
2,2024-01-23 02:09:00,2024-01-23 02:14:00,3,4.051,134,5,N,CRD,13.49,1.85,0.0,15.34
1,2024-01-27 19:02:00,2024-01-27 19:37:00,1,2.643,165,64,N,CSH,9.93,0.27,0.0,10.2
1,2024-01-28 06:50:00,2024-01-28 07:33:00,1,2.093,170,49,N,CSH,6.73,1.32,0.0,8.05
2,2024-01-22 04:52:00,2024-01-22 05:06:00,3,2.355,117,23,N,CRD,8.28,0.0,0.0,8.28
1,2024-01-22 02:40:00,2024-01-22 02:55:00,1,0.81,189,29,N,CRD,4.95,0.0,0.0,4.95
2,2024-01-30 12:14:00,2024-01-30 12:39:00,2,1.195,55,24,N,CRD,4.49,0.17,0.0,4.66
2,2024-01-22 06:11:00,2024-01-22 06:23:00,2,2.497,92,49,N,CSH,9.31,0.0,0.0,9.31
2,2024-01-05 08:53:00,2024-01-05 08:57:00,1,2.185,220,208,N,CSH,7.72,0.47,0.0,8.19
1,2024-01-16 12:07:00,2024-01-16 12:28:00,1,1.726,115,43,N,CRD,8.72,1.96,0.0,10.68
1,2024-01-12 02:51:00,2024-01-12 02:57:00,1,0.378,220,220,N,CRD,4.12,0.65,1.0,5.77
1,2024-01-20 17:54:00,2024-01-20 18:04:00,1,1.235,20,119,N,CRD,5.63,1.51,0.0,7.14
1,2024-01-20 17:03:00,2024-01-20 17:19:00,1,1.114,122,215,Y,CSH,5.68,0.42,0.0,6.1
2,2024-01-10 03:01:00,2024-01-10 03:03:00,3,1.03,165,170,N,CRD,5.14,0.0,0.0,5.14
1,2024-01-10 06:58:00,2024-01-10 07:21:00,4,3.879,249,73,N,CSH,11.2,3.38,0.0,14.58
1,2024-01-03 18:04:00,2024-01-03 18:53:00,1,6.93,216,9,N,CSH,19.71,0.06,0.0,19.77
2,2024-01-10 02:10:00,2024-01-10 02:14:00,1,2.055,157,75,N,CRD,6.64,0.0,0.0,6.64
1,2024-01-26 15:49:00,2024-01-26 16:05:00,1,2.53,26,221,N,CRD,8.46,0.04,0.0,8.5
2,2024-01-21 07:25:00,2024-01-21 07:55:00,1,2.909,111,12,N,CRD,9.87,0.0,0.0,9.87
2,2024-01-30 05:41:00,2024-01-30 05:44:00,5,2.58,234,46,N,CRD,7.95,0.01,0.0,7.96
1,2024-01-29 17:10:00,2024-01-29 17:12:00,1,0.331,123,180,N,CSH,3.2,0.59,0.5,4.29
2,2024-01-27 13:28:00,2024-01-27 13:32:00,6,3.987,46,103,N,CSH,13.9,1.13,0.0,15.03
1,2024-01-06 13:41:00,2024-01-06 14:07:00,1,0.331,110,228,N,CSH,2.73,0.32,1.0,4.05
1,2024-01-11 08:25:00,2024-01-11 08:51:00,1,1.936,124,201,N,CRD,6.34,0.0,0.0,6.34
1,2024-01-02 18:46:00,2024-01-02 19:31:00,4,3.905,29,231,N,CRD,13.32,3.03,0.0,16.35
1,2024-01-03 21:35:00,2024-01-03 21:42:00,2,1.281,197,218,N,NoCharge,5.87,0.53,0.0,6.4
1,2024-01-08 03:54:00,2024-01-08 04:04:00,2,4.72,190,15,N,CSH,14.22,0.0,0.0,14.22
1,2024-01-09 16:25:00,2024-01-09 16:34:00,1,0.563,61,68,N,NoCharge,4.4,0.23,0.0,4.63
2,2024-01-01 11:27:00,2024-01-01 11:32:00,1,0.623,172,180,N,CSH,4.17,0.37,0.0,4.54
1,2024-01-27 03:04:00,2024-01-27 03:38:00,1,0.336,259,88,N,CRD,2.52,0.02,0.0,2.54
2,2024-01-17 08:05:00,2024-01-17 08:27:00,1,0.209,194,83,N,CRD,2.5,0.23,0.0,2.73
2,2024-01-21 07:55:00,2024-01-21 08:12:00,1,3.27,257,227,N,CSH,12.42,1.22,0.0,13.64
1,2024-01-21 06:14:00,2024-01-21 06:24:00,2,5.087,8,25,N,CSH,15.64,0.0,0.0,15.64
1,2024-01-30 23:13:00,2024-01-30 23:21:00,1,3.844,210,257,N,CRD,13.63,0.0,0.5,14.13
1,2024-01-05 13:36:00,2024-01-05 13:40:00,1,7.22,5,78,N,CSH,20.26,4.07,0.0,24.33
1,2024-01-11 14:57:00,2024-01-11 15:06:00,2,6.577,225,40,N,CSH,20.14,7.18,0.5,27.82
1,2024-01-10 13:26:00,2024-01-10 14:28:00,1,0.292,235,141,N,CRD,2.5,0.15,0.0,2.65
2,2024-01-18 02:17:00,2024-01-18 02:22:00,1,0.845,67,163,N,CRD,3.61,0.73,0.5,4.84
1,2024-01-17 07:29:00,2024-01-17 07:32:00,3,5.635,205,234,N,UNK,17.02,0.0,0.0,17.02
2,2024-01-25 11:47:00,2024-01-25 11:49:00,1,2.46,261,17,N,CRD,9.54,0.0,0.0,9.54
1,2024-01-18 09:06:00,2024-01-18 09:13:00,2,5.394,68,70,N,CRD,16.99,0.13,0.0,17.12
2,2024-01-08 06:05:00,2024-01-08 07:01:00,3,0.985,59,62,N,CSH,5.34,0.69,0.5,6.53
2,2024-01-18 12:09:00,2024-01-18 12:13:00,2,2.425,255,43,N,CRD,7.84,0.54,0.0,8.38
1,2024-01-30 21:16:00,2024-01-30 21:18:00,6,2.589,108,118,N,CRD,9.32,0.1,0.0,9.42
1,2024-01-18 22:40:00,2024-01-18 23:00:00,1,2.628,136,50,Y,CRD,9.4,1.7,0.0,11.1
1,2024-01-19 08:44:00,2024-01-19 08:48:00,1,0.89,51,211,N,CRD,4.61,0.4,0.5,5.51
2,2024-01-06 10:56:00,2024-01-06 11:12:00,2,2.705,126,99,N,CRD,8.77,2.36,0.0,11.13
2,2024-01-01 05:52:00,2024-01-01 05:59:00,1,9.098,137,45,N,CRD,24.24,3.09,0.0,27.33
2,2024-01-07 11:55:00,2024-01-07 11:59:00,1,3.688,227,105,N,CRD,11.88,0.0,0.0,11.88
2,2024-01-01 18:42:00,2024-01-01 18:58:00,1,3.812,262,151,N,CSH,12.23,0.99,0.0,13.22
2,2024-01-15 00:28:00,2024-01-15 00:33:00,2,10.98,21,230,N,CRD,28.95,3.37,1.0,33.32
2,2024-01-28 08:22:00,2024-01-28 08:29:00,2,2.309,181,91,N,CRD,10.18,2.53,0.0,12.71
2,2024-01-14 20:22:00,2024-01-14 20:52:00,2,0.761,161,88,N,CRD,3.4,0.0,1.0,4.4
1,2024-01-21 00:05:00,2024-01-21 00:29:00,4,1.651,186,216,Y,CSH,5.91,0.58,0.0,6.49
1,2024-01-27 12:35:00,2024-01-27 12:37:00,1,2.346,178,116,N,CRD,8.57,0.0,0.0,8.57
2,2024-01-24 15:43:00,2024-01-24 15:45:00,3,0.42,145,70,N,CSH,3.89,1.35,0.0,5.24
2,2024-01-21 04:03:00,2024-01-21 04:07:00,1,1.394,250,221,N,DIS,5.12,0.0,0.0,5.12
2,2024-01-25 07:18:00,2024-01-25 07:52:00,6,1.063,68,123,N,CSH,4.17,0.0,0.0,4.17
2,2024-01-09 16:44:00,2024-01-09 17:03:00,3,1.569,198,244,N,CSH,6.27,1.84,0.0,8.11
1,2024-01-14 00:49:00,2024-01-14 00:55:00,4,3.599,2,144,N,CRD,11.42,0.0,0.0,11.42
2,2024-01-13 08:51:00,2024-01-13 08:59:00,4,1.521,176,91,N,CRD,7.69,1.55,0.0,9.24
1,2024-01-25 18:10:00,2024-01-25 18:27:00,3,1.876,164,140,N,CRD,6.19,1.8,0.5,8.49
2,2024-01-13 16:07:00,2024-01-13 16:23:00,1,1.394,131,229,N,CRD,6.01,0.66,0.0,6.67
1,2024-01-30 01:31:00,2024-01-30 01:34:00,4,1.071,65,46,N,CSH,4.97,0.0,0.5,5.47
2,2024-01-06 18:50:00,2024-01-06 19:00:00,1,1.366,104,175,N,CRD,6.25,0.0,0.5,6.75
2,2024-01-06 08:05:00,2024-01-06 08:13:00,3,0.219,26,121,Y,CRD,2.73,0.16,0.5,3.39
2,2024-01-23 04:49:00,2024-01-23 05:03:00,1,4.442,41,35,N,CSH,14.61,0.0,0.5,15.11
1,2024-01-24 16:31:00,2024-01-24 16:38:00,1,1.828,210,163,N,CRD,7.7,0.0,0.0,7.7
2,2024-01-22 01:12:00,2024-01-22 01:22:00,1,5.751,17,222,N,CRD,18.14,3.6,0.0,21.74
1,2024-01-10 12:59:00,2024-01-10 13:30:00,1,1.055,198,107,N,CRD,5.21,0.02,0.0,5.23
2,2024-01-01 06:47:00,2024-01-01 06:56:00,2,1.267,165,205,N,CRD,5.61,1.2,0.0,6.81
2,2024-01-10 23:11:00,2024-01-10 23:31:00,2,0.56,134,35,N,CRD,3.46,0.45,0.5,4.41
2,2024-01-15 11:10:00,2024-01-15 11:28:00,1,3.617,126,83,Y,CSH,10.54,0.2,0.0,10.74
2,2024-01-13 19:05:00,2024-01-13 19:07:00,1,2.537,199,231,N,CRD,9.17,0.51,0.0,9.68
1,2024-01-29 14:00:00,2024-01-29 14:20:00,1,1.187,218,230,N,UNK,5.87,1.05,0.0,6.92
1,2024-01-27 18:36:00,2024-01-27 18:55:00,1,0.472,167,83,N,CRD,4.19,0.19,0.0,4.38
1,2024-01-25 00:37:00,2024-01-25 00:53:00,2,1.643,218,80,N,CSH,6.17,0.0,0.0,6.17
2,2024-01-01 16:24:00,2024-01-01 16:56:00,2,11.721,178,78,N,CRD,30.8,2.36,0.0,33.16
2,2024-01-04 22:47:00,2024-01-04 23:14:00,1,0.326,207,229,N,CSH,2.5,0.0,0.0,2.5
1,2024-01-14 10:50:00,2024-01-14 11:11:00,2,1.045,101,44,N,CRD,5.29,0.3,0.0,5.59
1,2024-01-20 06:32:00,2024-01-20 06:54:00,6,2.255,205,190,N,CRD,9.2,0.0,0.0,9.2
2,2024-01-22 01:57:00,2024-01-22 02:00:00,3,1.989,166,51,N,CRD,6.47,0.78,0.0,7.25
1,2024-01-10 04:26:00,2024-01-10 05:14:00,1,2.835,115,7,N,CSH,11.16,2.28,0.0,13.44
2,2024-01-04 10:08:00,2024-01-04 10:18:00,3,1.111,176,37,N,CSH,4.28,0.04,0.5,4.82
2,2024-01-11 04:09:00,2024-01-11 05:01:00,1,1.852,235,106,N,CSH,8.92,0.0,0.0,8.92
2,2024-01-25 13:26:00,2024-01-25 14:32:00,1,3.425,39,121,N,CSH,10.06,0.74,0.0,10.8
2,2024-01-31 14:00:00,2024-01-31 14:02:00,1,3.487,55,132,N,CRD,12.63,1.39,0.5,14.52
2,2024-01-30 04:46:00,2024-01-30 04:48:00,1,1.737,235,76,N,CSH,6.35,0.47,0.0,6.82
1,2024-01-19 09:22:00,2024-01-19 09:37:00,3,1.719,102,118,N,CRD,8.17,0.06,0.0,8.23
2,2024-01-03 19:39:00,2024-01-03 19:56:00,3,0.254,169,15,N,CRD,2.5,0.58,0.0,3.08
1,2024-01-30 23:59:00,2024-01-31 00:24:00,1,0.243,116,85,N,CRD,3.65,0.02,0.0,3.67
2,2024-01-05 17:47:00,2024-01-05 18:15:00,1,3.199,93,110,N,CSH,11.48,0.0,0.0,11.48
1,2024-01-09 07:36:00,2024-01-09 07:51:00,1,5.299,131,87,N,CRD,16.01,2.03,0.0,18.04
2,2024-01-31 04:43:00,2024-01-31 04:49:00,5,2.753,111,146,N,CRD,9.93,1.99,0.5,12.42
1,2024-01-16 14:53:00,2024-01-16 14:55:00,1,1.481,133,32,N,CRD,7.21,0.74,0.5,8.45
2,2024-01-07 03:12:00,2024-01-07 03:16:00,1,1.159,90,167,N,NoCharge,5.56,0.64,0.0,6.2
2,2024-01-16 13:34:00,2024-01-16 13:55:00,6,3.766,39,107,N,CRD,11.43,0.54,0.0,11.97
2,2024-01-03 10:43:00,2024-01-03 11:15:00,1,0.481,211,219,N,CSH,2.7,0.0,0.5,3.2
1,2024-01-10 18:52:00,2024-01-10 19:02:00,1,1.548,74,57,N,CRD,7.28,1.43,0.0,8.71
2,2024-01-30 12:25:00,2024-01-30 12:31:00,6,5.632,88,55,N,CRD,17.65,1.32,0.0,18.97
2,2024-01-10 06:08:00,2024-01-10 06:10:00,1,4.996,9,6,N,CSH,15.66,0.0,0.0,15.66
2,2024-01-28 16:06:00,2024-01-28 16:14:00,1,5.901,178,137,N,CRD,18.0,6.04,0.0,24.04
1,2024-01-17 19:56:00,2024-01-17 20:18:00,1,1.684,255,4,N,CRD,6.95,0.83,0.0,7.78
1,2024-01-21 07:51:00,2024-01-21 07:53:00,1,3.088,13,146,N,CRD,9.76,0.32,0.0,10.08
1,2024-01-22 19:01:00,2024-01-22 19:15:00,3,0.635,120,249,N,CRD,5.21,0.28,0.0,5.49
2,2024-01-18 02:15:00,2024-01-18 02:18:00,2,0.772,139,41,N,CSH,3.93,0.27,0.0,4.2
1,2024-01-02 01:31:00,2024-01-02 01:39:00,1,1.042,213,79,N,CRD,5.21,1.12,0.0,6.33
1,2024-01-29 11:54:00,2024-01-29 12:00:00,1,4.879,127,234,N,CRD,15.24,5.62,1.0,21.86
1,2024-01-15 17:25:00,2024-01-15 17:29:00,1,2.062,247,183,N,CRD,9.03,2.49,0.0,11.52
1,2024-01-21 07:42:00,2024-01-21 07:49:00,4,1.596,44,33,N,CRD,5.49,0.96,0.0,6.45
2,2024-01-18 04:05:00,2024-01-18 04:16:00,1,1.238,47,48,N,CRD,6.46,0.69,0.0,7.15
2,2024-01-21 09:50:00,2024-01-21 09:52:00,1,0.429,151,174,N,NoCharge,3.12,0.04,0.0,3.16
2,2024-01-11 23:53:00,2024-01-11 23:57:00,1,0.906,69,34,N,CSH,5.26,0.0,1.0,6.26
2,2024-01-27 03:42:00,2024-01-27 03:47:00,2,3.53,232,154,N,CRD,10.32,0.96,0.0,11.28
2,2024-01-07 22:53:00,2024-01-07 22:55:00,3,5.493,217,22,N,CRD,15.48,0.0,0.5,15.98
1,2024-01-21 06:00:00,2024-01-21 06:05:00,1,1.782,87,113,N,CRD,8.12,0.0,0.0,8.12
2,2024-01-18 21:57:00,2024-01-18 22:03:00,1,2.874,194,232,N,DIS,10.85,1.15,0.0,12.0
2,2024-01-16 14:44:00,2024-01-16 14:50:00,3,1.315,55,207,N,CRD,5.59,0.28,1.0,6.87
1,2024-01-01 16:20:00,2024-01-01 16:22:00,1,3.112,171,42,N,CSH,11.98,1.9,0.0,13.88
1,2024-01-13 01:57:00,2024-01-13 02:08:00,1,0.45,178,207,N,CRD,3.61,0.32,0.5,4.43
1,2024-01-02 11:22:00,2024-01-02 11:34:00,1,1.172,212,256,N,CSH,5.75,0.99,0.0,6.74
2,2024-01-16 14:19:00,2024-01-16 14:32:00,1,1.449,255,183,N,CSH,5.28,0.0,0.0,5.28
1,2024-01-22 07:41:00,2024-01-22 07:47:00,1,4.783,225,70,N,CRD,13.99,3.38,0.0,17.37
1,2024-01-17 04:43:00,2024-01-17 04:54:00,3,6.928,263,246,N,CRD,20.23,0.0,0.0,20.23
2,2024-01-24 11:14:00,2024-01-24 11:24:00,1,3.992,175,92,N,CRD,11.48,1.71,0.5,13.69
2,2024-01-12 04:27:00,2024-01-12 04:30:00,1,0.593,145,236,N,CRD,4.07,0.91,0.0,4.98
1,2024-01-10 11:46:00,2024-01-10 11:53:00,2,2.303,111,136,N,NoCharge,8.69,1.26,0.0,9.95
2,2024-01-14 21:24:00,2024-01-14 21:33:00,3,1.14,31,107,N,CRD,5.35,0.62,0.0,5.97
1,2024-01-08 02:28:00,2024-01-08 02:35:00,1,0.996,18,67,N,CRD,6.42,1.82,0.0,8.24
2,2024-01-25 20:35:00,2024-01-25 20:44:00,1,2.494,154,9,N,CSH,8.25,0.18,0.0,8.43
1,2024-01-26 02:26:00,2024-01-26 02:34:00,1,1.494,117,8,N,CSH,5.99,0.17,0.0,6.16
1,2024-01-13 21:53:00,2024-01-13 22:00:00,1,0.323,229,5,N,CRD,2.9,0.0,0.5,3.4
1,2024-01-25 13:39:00,2024-01-25 13:58:00,1,7.73,139,124,N,CSH,21.52,4.59,0.0,26.11
2,2024-01-01 19:00:00,2024-01-01 19:14:00,1,1.576,128,146,N,CRD,6.27,0.97,0.0,7.24
2,2024-01-05 19:09:00,2024-01-05 19:11:00,2,0.987,205,12,N,CSH,4.4,1.18,0.0,5.58
2,2024-01-09 18:33:00,2024-01-09 18:40:00,2,3.107,22,239,N,CRD,11.38,3.63,0.0,15.01
1,2024-01-13 00:36:00,2024-01-13 00:45:00,1,1.966,5,72,N,CRD,8.8,0.57,0.0,9.37
1,2024-01-08 04:24:00,2024-01-08 05:05:00,3,3.522,220,261,N,CSH,12.44,2.45,0.0,14.89
2,2024-01-16 21:04:00,2024-01-16 21:15:00,1,5.898,261,119,N,CSH,17.95,3.65,0.0,21.6
1,2024-01-25 14:25:00,2024-01-25 14:34:00,1,2.099,234,122,N,CRD,6.77,1.32,0.5,8.59
2,2024-01-15 03:26:00,2024-01-15 03:50:00,2,1.989,228,162,N,CRD,7.39,0.44,0.0,7.83
2,2024-01-14 22:16:00,2024-01-14 22:26:00,2,0.578,244,85,N,CSH,6.02,0.38,0.0,6.4
2,2024-01-02 20:33:00,2024-01-02 20:57:00,2,6.998,163,12,N,CSH,19.77,0.0,0.0,19.77
1,2024-01-09 16:33:00,2024-01-09 16:46:00,1,0.68,112,193,N,CRD,4.58,0.0,0.0,4.58
1,2024-01-26 00:35:00,2024-01-26 00:44:00,1,3.747,209,66,N,CRD,10.87,0.8,0.0,11.67
1,2024-01-26 03:09:00,2024-01-26 03:55:00,1,6.427,24,129,N,CRD,19.1,3.55,0.5,23.15
2,2024-01-04 05:34:00,2024-01-04 05:49:00,1,3.733,156,241,N,CRD,11.15,0.1,0.0,11.25
1,2024-01-01 14:17:00,2024-01-01 14:32:00,1,3.533,245,139,N,CSH,11.06,2.14,0.0,13.2
1,2024-01-26 18:16:00,2024-01-26 18:18:00,4,1.508,148,243,N,CRD,5.27,0.0,0.0,5.27
1,2024-01-06 09:38:00,2024-01-06 09:41:00,1,2.429,224,60,Y,CRD,8.51,1.7,0.0,10.21
1,2024-01-18 19:27:00,2024-01-18 20:22:00,2,2.678,9,115,Y,CSH,10.09,2.53,1.0,13.62
2,2024-01-26 15:15:00,2024-01-26 15:23:00,1,0.754,40,142,N,NoCharge,5.32,1.08,0.0,6.4
2,2024-01-25 09:46:00,2024-01-25 09:49:00,3,3.035,89,110,N,CRD,9.69,0.23,0.0,9.92
2,2024-01-18 01:41:00,2024-01-18 01:45:00,1,3.185,221,43,N,CSH,11.23,1.35,0.5,13.08
1,2024-01-12 16:13:00,2024-01-12 16:16:00,1,4.645,59,12,N,CRD,15.07,0.87,0.0,15.94
2,2024-01-24 23:35:00,2024-01-25 00:06:00,1,1.097,37,59,N,DIS,4.47,0.0,0.0,4.47
1,2024-01-22 12:53:00,2024-01-22 13:01:00,1,1.099,17,162,N,CRD,6.21,0.82,0.0,7.03
1,2024-01-26 23:36:00,2024-01-26 23:39:00,1,5.485,100,34,N,UNK,15.87,0.73,0.5,17.1
2,2024-01-16 22:18:00,2024-01-16 22:23:00,2,0.494,44,61,N,CRD,2.74,0.74,0.0,3.48
1,2024-01-30 04:49:00,2024-01-30 04:56:00,3,5.486,174,2,N,CSH,15.51,0.0,0.0,15.51
1,2024-01-24 20:41:00,2024-01-24 20:57:00,1,1.287,112,13,N,CRD,5.93,0.0,0.0,5.93
1,2024-01-02 23:11:00,2024-01-02 23:25:00,2,0.986,204,73,N,CSH,3.96,1.0,0.0,4.96
1,2024-01-10 02:39:00,2024-01-10 03:05:00,1,0.226,259,258,N,CSH,2.5,0.08,0.0,2.58
2,2024-01-25 18:37:00,2024-01-25 18:40:00,3,5.37,33,136,N,CRD,16.31,0.46,0.0,16.77
2,2024-01-04 14:21:00,2024-01-04 14:42:00,1,4.314,212,92,N,CRD,13.63,1.48,0.0,15.11
2,2024-01-22 23:19:00,2024-01-22 23:29:00,3,2.252,259,182,N,CSH,7.85,0.0,0.0,7.85
1,2024-01-11 13:23:00,2024-01-11 13:29:00,1,1.794,83,53,N,CSH,7.07,0.21,0.0,7.28
2,2024-01-07 10:01:00,2024-01-07 10:06:00,2,3.02,256,204,N,CRD,10.7,1.12,0.0,11.82
1,2024-01-17 17:41:00,2024-01-17 17:43:00,1,1.897,6,194,N,CRD,6.24,0.67,0.0,6.91
1,2024-01-29 21:11:00,2024-01-29 21:19:00,1,3.139,29,2,N,CRD,9.35,0.0,1.0,10.35
2,2024-01-28 19:51:00,2024-01-28 19:56:00,6,1.366,195,183,N,CSH,6.72,0.47,0.0,7.19
1,2024-01-13 12:43:00,2024-01-13 12:51:00,1,6.274,29,248,N,CRD,18.55,2.23,1.0,21.78
2,2024-01-01 02:44:00,2024-01-01 02:46:00,1,0.445,222,204,N,CRD,4.13,0.95,0.0,5.08
2,2024-01-28 12:22:00,2024-01-28 12:35:00,1,8.199,194,118,N,CRD,22.15,0.0,0.0,22.15
2,2024-01-28 19:33:00,2024-01-28 19:37:00,1,0.323,30,259,N,CRD,3.48,0.56,0.0,4.04
1,2024-01-19 18:12:00,2024-01-19 18:16:00,1,0.21,56,173,N,CRD,4.07,0.0,0.0,4.07
2,2024-01-20 11:39:00,2024-01-20 11:47:00,1,2.009,236,130,N,CSH,7.71,1.11,0.0,8.82
1,2024-01-17 07:54:00,2024-01-17 08:39:00,2,4.427,228,245,N,CRD,13.03,0.92,0.0,13.95
2,2024-01-01 09:17:00,2024-01-01 09:20:00,4,1.293,185,249,N,CRD,5.94,0.85,0.0,6.79
1,2024-01-05 22:41:00,2024-01-05 22:51:00,1,1.465,229,103,N,CRD,7.49,0.0,1.0,8.49
1,2024-01-05 10:40:00,2024-01-05 10:45:00,3,1.135,253,60,N,CRD,5.48,0.19,0.0,5.67
1,2024-01-29 08:15:00,2024-01-29 08:17:00,3,2.266,184,158,N,CRD,7.16,0.37,0.0,7.53
2,2024-01-02 13:04:00,2024-01-02 13:12:00,2,2.89,196,99,N,CRD,11.43,2.25,0.0,13.68
1,2024-01-18 06:09:00,2024-01-18 06:16:00,2,0.359,215,130,N,CRD,3.08,0.11,0.5,3.69
1,2024-01-12 05:55:00,2024-01-12 06:02:00,2,4.266,11,40,N,CRD,12.45,2.3,0.0,14.75
1,2024-01-01 04:31:00,2024-01-01 05:46:00,1,4.538,134,215,N,CRD,13.21,0.0,0.0,13.21
1,2024-01-29 11:54:00,2024-01-29 11:59:00,6,0.435,41,30,N,CRD,4.07,0.14,0.0,4.21
2,2024-01-01 13:36:00,2024-01-01 13:39:00,1,4.369,107,93,N,CRD,12.8,1.93,0.0,14.73
1,2024-01-27 12:42:00,2024-01-27 12:51:00,1,3.601,30,74,N,DIS,10.5,0.77,0.0,11.27
2,2024-01-25 02:33:00,2024-01-25 02:35:00,2,0.586,138,198,N,CRD,4.4,0.74,0.0,5.14
2,2024-01-25 14:29:00,2024-01-25 15:03:00,1,1.807,97,77,N,CRD,7.21,1.51,0.0,8.72
1,2024-01-06 00:28:00,2024-01-06 00:55:00,1,0.641,132,6,N,CSH,4.18,0.39,0.0,4.57
2,2024-01-28 07:31:00,2024-01-28 07:39:00,1,1.415,226,39,N,CSH,5.04,0.47,0.0,5.51
1,2024-01-19 13:27:00,2024-01-19 13:38:00,1,0.844,29,154,N,CRD,4.18,0.33,0.0,4.51
1,2024-01-13 11:03:00,2024-01-13 11:10:00,1,0.418,50,233,N,CRD,3.97,0.0,0.0,3.97
2,2024-01-22 02:43:00,2024-01-22 02:52:00,1,3.306,181,126,N,NoCharge,10.85,2.38,0.5,13.73
2,2024-01-11 14:01:00,2024-01-11 14:13:00,1,1.32,179,183,N,CRD,6.1,1.03,0.0,7.13
2,2024-01-09 15:50:00,2024-01-09 16:11:00,2,2.915,119,214,N,CRD,11.3,0.61,0.0,11.91
2,2024-01-09 22:26:00,2024-01-09 22:35:00,1,0.378,183,76,N,CSH,3.69,0.0,0.0,3.69
2,2024-01-18 15:34:00,2024-01-18 15:38:00,2,1.471,41,205,N,CSH,6.66,2.04,0.5,9.2
1,2024-01-19 15:10:00,2024-01-19 15:13:00,3,0.687,246,90,Y,CRD,3.27,0.38,0.0,3.65
1,2024-01-08 10:45:00,2024-01-08 10:50:00,2,3.04,52,150,N,CSH,9.1,0.14,0.0,9.24
2,2024-01-08 14:44:00,2024-01-08 15:16:00,1,7.127,250,238,N,NoCharge,20.98,1.13,0.0,22.11
2,2024-01-30 08:03:00,2024-01-30 08:21:00,1,3.045,1,75,N,CSH,9.62,0.88,0.0,10.5
1,2024-01-16 23:04:00,2024-01-16 23:46:00,1,3.201,257,145,N,CRD,9.5,1.42,0.0,10.92
2,2024-01-27 15:57:00,2024-01-27 16:14:00,5,1.41,215,24,N,CRD,6.5,2.0,1.0,9.5
2,2024-01-11 05:39:00,2024-01-11 06:20:00,1,2.377,234,211,N,CSH,9.46,2.83,0.5,12.79
1,2024-01-09 22:18:00,2024-01-09 22:32:00,1,5.449,180,246,N,CRD,15.12,2.32,0.0,17.44
1,2024-01-09 18:15:00,2024-01-09 18:26:00,1,1.763,245,102,N,CRD,5.91,0.0,1.0,6.91
1,2024-01-17 09:26:00,2024-01-17 11:10:00,6,0.593,52,121,N,CRD,5.4,0.17,0.0,5.57
1,2024-01-25 03:37:00,2024-01-25 03:51:00,1,1.894,7,237,N,CRD,8.53,0.0,0.0,8.53
2,2024-01-16 12:28:00,2024-01-16 12:50:00,1,0.42,48,211,N,CRD,4.56,1.22,0.0,5.78
1,2024-01-10 03:26:00,2024-01-10 03:29:00,1,0.823,158,63,N,CRD,3.72,0.05,0.0,3.77
2,2024-01-30 18:15:00,2024-01-30 18:25:00,4,2.727,175,109,N,CSH,9.02,0.91,0.0,9.93
1,2024-01-18 17:53:00,2024-01-18 17:58:00,1,0.405,5,61,N,CSH,3.91,1.3,0.0,5.21
1,2024-01-13 05:09:00,2024-01-13 05:15:00,5,1.436,31,149,N,CRD,6.98,0.0,0.0,6.98
1,2024-01-01 07:12:00,2024-01-01 07:20:00,5,7.082,85,199,N,CRD,20.07,0.0,0.0,20.07
2,2024-01-18 10:17:00,2024-01-18 10:25:00,2,1.104,149,31,N,CRD,7.91,0.0,0.0,7.91
2,2024-01-20 06:04:00,2024-01-20 06:23:00,1,2.817,236,107,N,CRD,10.14,2.03,0.0,12.17
